timestamp,node_id,tilt,vibration,moisture,strain,crack_gap,rssi,acoustic,label,tilt_vibration_product,strain_crack_ratio,signal_anomaly
2026-01-01 00:00:00,7,0.0869628884038722,0.1484301977236942,20.652567303181794,0.12147448621704056,0.49514528088718746,-69.23268676222452,0.0434876853415037,0,0.012907918720410305,0.20410896316939228,0.7673132377754825
2026-01-01 00:05:00,4,0.24466062797516658,0.12126174831406807,26.17175671794791,0.18677826731817243,0.8167492644443048,-61.74377301483309,0.056025453646512915,0,0.02966797549188649,0.20373975149179926,8.256226985166911
2026-01-01 00:10:00,8,0.18217148966351465,0.09474467107773243,21.335437440276532,0.21967066206357844,1.5775316329690277,-62.6330092895374,0.02525962290920969,0,0.01725977786791023,0.13094874501697948,7.366990710462602
2026-01-01 00:15:00,5,0.21212810699607143,0.005471202650460735,19.67780291288476,0.08747366545470828,1.5204431151237277,-63.61802169472861,0.08368039833733552,0,0.0011605958612341245,0.05398132439103195,6.381978305271389
2026-01-01 00:20:00,7,0.07996153995873709,0.05194023835722454,20.98982351113966,0.19953469479561428,1.1945211259618147,-65.8110621560536,0.03569438063293693,0,0.004153221444867539,0.15413784355768023,4.188937843946405
2026-01-01 00:25:00,3,0.12622637020802616,0.12341638355482026,22.443669631976377,0.2248735002252803,1.837210016196639,-59.392812339018924,0.023052204889663842,0,0.015578402120326493,0.11608111580322028,10.607187660981076
2026-01-01 00:30:00,7,1.364928622194731,0.6527962112218508,19.282696798702627,1.100846393297829,4.0370785548043555,-90.04140730495679,0.46069849583320016,1,0.8910202331569814,0.26609269771284016,20.041407304956792
2026-01-01 00:35:00,8,0.1579856960823226,0.04937106906789181,21.6692932925605,0.09923556181087162,1.2521469247599106,-72.5155295503007,0.05161267503268604,0,0.007799922713019313,0.07339110860936361,2.5155295503006982
2026-01-01 00:40:00,5,0.15051395264149917,0.039116088499735566,21.400240880930145,0.22342989328007407,1.2902264982651754,-62.87258919263627,0.08354680306429788,0,0.005887517091969889,0.16071474220847173,7.127410807363731
2026-01-01 00:45:00,4,0.21783491821980377,0.0960942730528497,18.10552635694141,0.17238933603390388,1.131077213098828,-57.6780827312707,0.09018450574811565,0,0.02093268811185901,0.14003129470650422,12.321917268729301
2026-01-01 00:50:00,8,0.05757270206316431,0.11854447243451523,17.89936173939775,0.25255744024106686,0.6592248778458667,-63.39739700072897,0.015463719176510196,0,0.00682492559270734,0.33265169202258354,6.602602999271028
2026-01-01 00:55:00,8,0.10894571763326981,0.1185839567436495,17.640175895450376,0.13936142670770196,1.0067224768892125,-63.36450560991573,0.10565806623151003,0,0.012919214267229518,0.12592264964150773,6.6354943900842684
2026-01-01 01:00:00,3,0.014754866239838738,0.04588722415710945,22.36599804182956,0.11843811235266885,0.4,-69.23605960827055,0.0,0,0.0006770598545556468,0.2368762247053377,0.7639403917294487
2026-01-01 01:05:00,6,0.05429363688386392,0.09554634089474724,24.331062123474165,0.23168176912227695,0.7169675198953195,-74.72236865014195,0.018293048018560895,0,0.0051875583381212845,0.2835874909102421,4.722368650141945
